 Run_No.   Original_ID Tr     Solution     Inbr_%                                                                        
     241        816210  3   -3.0508574        0.000    
     242        816214  1   -16.319093        0.000    
     242        816214  2    8.9109260        0.000    
     242        816214  3   -2.4023947        0.000    
     243        816220  1    56.547508        0.000    
     243        816220  2    11.849545        0.000    
     243        816220  3   -6.5472854        0.000    
     244        816224  1    114.97815       12.500    
     244        816224  2    20.882483       12.500    
     244        816224  3   -12.195099       12.500    
     245        816228  1    8.2884809        0.000    
     245        816228  2   -2.6873304        0.000    
     245        816228  3   0.58016590        0.000    
     246        816230  1    81.012606        0.000    
     246        816230  2    26.256951        0.000    
     246        816230  3   -12.609995        0.000    
     247        816231  1    24.884385        0.000    
     247        816231  2    19.023910        0.000    
     247        816231  3   -7.6875418        0.000    
     248        816232  1   -58.760753       12.500    
     248        816232  2   -13.339177       12.500    
     248        816232  3    7.1606861       12.500    
     249        816236  1   -9.2445787        0.000    
     249        816236  2    9.7625028        0.000    
     249        816236  3   -3.0017785        0.000    
     250        816238  1   -12.232582        0.000    
     250        816238  2   -7.7067608        0.000    
     250        816238  3    3.2065432        0.000    
     251        816239  1    29.020828        0.000    
     251        816239  2    7.5488511        0.000    
     251        816239  3   -3.8709633        0.000    
     252        817506  1    26.246697        0.000    
     252        817506  2    4.7796463        0.000    
     252        817506  3   -2.7880872        0.000    
     253        817508  1    2.6731043        0.000    
     253        817508  2    1.4740671        0.000    
     253        817508  3  -0.62759168        0.000    
     254        817510  1    10.955891        0.000    
     254        817510  2    3.5086245        0.000    
     254        817510  3   -1.6906071        0.000    
     255        817512  1   -27.909929        0.000    
     255        817512  2   -5.7768248        0.000    
     255        817512  3    3.2066762        0.000    
     256        817516  1   -1.6851349        0.000    
     256        817516  2   -1.3628597        0.000    
     256        817516  3   0.54689791        0.000    
     257        817518  1    33.062059        0.000    
     257        817518  2   -4.3180922        0.000    
     257        817518  3   0.86253834E-001   0.000    
     258        817524  1    47.319369        0.000    
     258        817524  2    32.295570        0.000    
     258        817524  3   -13.268470        0.000    
     259        817526  1   -13.386825        0.000    
     259        817526  2   0.67808766        0.000    
     259        817526  3   0.33763777        0.000    
     260        817529  1   -4.3050950        0.000    
     260        817529  2   -6.1590971        0.000    
     260        817529  3    2.3282167        0.000    
     261        817530  1   -40.084278        0.000    
     261        817530  2   -12.863623        0.000    
     261        817530  3    6.1950243        0.000    
     262        817538  1   -93.419134        0.000    
     262        817538  2   -4.2820125        0.000    
     262        817538  3    5.4935937        0.000    
     263        817544  1   -46.601017        0.000    
     263        817544  2   -3.5016643        0.000    
     263        817544  3    3.2156238        0.000    
     264        817547  1    46.349975        0.000    
     264        817547  2    6.3066140        0.000    
     264        817547  3   -4.1813743        0.000    
     265        817550  1   -34.463404        0.000    
     265        817550  2   -20.964749        0.000    
     265        817550  3    8.7734622        0.000    
     266        817552  1   -15.846246        0.000    
     266        817552  2   -12.777984        0.000    
     266        817552  3    5.1264972        0.000    
     267        817556  1   -14.609248        0.000    
     267        817556  2   0.48777344        0.000    
     267        817556  3   0.45626345        0.000    
     268        817558  1   -1.9838717        0.000    
     268        817558  2   0.65992504        0.000    
     268        817558  3  -0.14462620        0.000    
     269        817560  1   0.87925811        0.000    
     269        817560  2   -5.4936194        0.000    
     269        817560  3    1.8743193        0.000    
     270        817562  1   -3.2174427        0.000    
     270        817562  2   -10.380577        0.000    
     270        817562  3    3.7507825        0.000    
     271        817564  1   -68.180911        0.000    
     271        817564  2   -5.7285964        0.000    
     271        817564  3    4.9155707        0.000    
     272        817569  1   -13.036057        0.000    
     272        817569  2    6.4783356        0.000    
     272        817569  3   -1.6961987        0.000    
     273        817577  1  -0.80809659        0.000    
     273        817577  2   -1.2794834        0.000    
     273        817577  3   0.47977403        0.000    
     274        817580  1    26.822501        0.000    
     274        817580  2   -1.0311952        0.000    
     274        817580  3  -0.79058887        0.000    
     275        817581  1   -18.332338        0.000    
     275        817581  2    1.5034019        0.000    
     275        817581  3   0.26231173        0.000    
     276        817583  1    38.353093        0.000    
     276        817583  2   -13.956530        0.000    
     276        817583  3    3.2142089        0.000    
     277        817584  1   -33.987662        0.000    
     277        817584  2   -9.6711773        0.000    
     277        817584  3    4.8226132        0.000    
     278        817586  1   -39.534889        0.000    
     278        817586  2   -8.2098976        0.000    
     278        817586  3    4.5516302        0.000    
     279        817592  1   -13.845895        0.000    
     279        817592  2  -0.64485193        0.000    
     279        817592  3   0.81775695        0.000    
     280        817596  1    60.584343        0.000    
     280        817596  2   0.94051286        0.000    
     280        817596  3   -2.9232906        0.000    
     281        817600  1    74.911256        0.000    
     281        817600  2    7.8961590        0.000    
     281        817600  3   -5.9581380        0.000    
     282        817601  1   -13.066279        0.000    
     282        817601  2   -1.0317409        0.000    
     282        817601  3   0.91912811        0.000    
     283        817602  1    3.7399515        0.000    
     283        817602  2   -1.8799856        0.000    
     283        817602  3   0.49409337        0.000    
     284        817604  1    25.302142        0.000    
     284        817604  2    5.8671330        0.000    
     284        817604  3   -3.1263783        0.000    
     285        817606  1   -11.778450        0.000    
     285        817606  2   -5.9687536        0.000    
     285        817606  3    2.5822664        0.000    
     286        817608  1    4.7649064        0.000    
     286        817608  2   -3.8956554        0.000    
     286        817608  3    1.1516226        0.000    
     287        817609  1    11.361066        0.000    
     287        817609  2    7.9414638        0.000    
     287        817609  3   -3.2508914        0.000    
     288        817610  1    54.804192        0.000    
     288        817610  2    2.4837786        0.000    
     288        817610  3   -3.2128834        0.000    
     289        817612  1   -40.967263        0.000    
     289        817612  2   -13.983697        0.000    
     289        817612  3    6.6226549        0.000    
     290        817620  1   0.78924514        0.000    
     290        817620  2  -0.75314524E-001   0.000    
     290        817620  3  -0.74884043E-002   0.000    
     291        817621  1   -34.084936        0.000    
     291        817621  2    9.5454758        0.000    
     291        817621  3   -1.8618085        0.000    
     292        817622  1    26.478694        0.000    
     292        817622  2    15.278255        0.000    
     292        817622  3   -6.4524556        0.000    
     293        817624  1    4.0424272        0.000    
     293        817624  2  -0.63673829        0.000    
     293        817624  3   0.48459045E-001   0.000    
     294        817625  1   -1.6793957        0.000    
     294        817625  2   -9.3791619        0.000    
     294        817625  3    3.3362590        0.000    
     295        817626  1   -79.704918        0.000    
     295        817626  2   -17.656615        0.000    
     295        817626  3    9.5609365        0.000    
     296        817628  1   -28.079529        0.000    
     296        817628  2    7.4868739        0.000    
     296        817628  3   -1.4024433        0.000    
     297        817632  1   -44.099308        0.000    
     297        817632  2   -2.2168882        0.000    
     297        817632  3    2.6612088        0.000    
     298        817638  1   -4.0681913        0.000    
     298        817638  2    5.8450359        0.000    
     298        817638  3   -1.8600731        0.000    
     299        817640  1    31.158461        0.000    
     299        817640  2   -10.420482        0.000    
     299        817640  3    2.2914247        0.000    
     300        817644  1    7.1699055        0.000    
     300        817644  2    4.4062853        0.000    
     300        817644  3   -1.8409442        0.000    
     301        817650  1    36.117264        0.000    
     301        817650  2    7.9044583        0.000    
     301        817650  3   -4.2988600        0.000    
     302        817654  1   -45.769245        0.000    
     302        817654  2   -2.4894791        0.000    
     302        817654  3    2.8278106        0.000    
     303        817655  1    11.333587        0.000    
     303        817655  2    14.951365        0.000    
     303        817655  3   -5.6893553        0.000    
     304        817656  1   -5.4758831        0.000    
     304        817656  2  -0.94129075        0.000    
     304        817656  3   0.56234693        0.000    
     305        817658  1    45.569164        0.000    
     305        817658  2    15.716356        0.000    
     305        817658  3   -7.4229873        0.000    
     306        817660  1    26.112762        0.000    
     306        817660  2    14.569418        0.000    
     306        817660  3   -6.1899975        0.000    
     307        817662  1    44.397748        0.000    
     307        817662  2    4.3334185        0.000    
     307        817662  3   -3.4108673        0.000    
     308        817667  1    11.717682        0.000    
     308        817667  2    8.7120404        0.000    
     308        817667  3   -3.5345455        0.000    
     309        817668  1    49.448577        0.000    
     309        817668  2    23.519028        0.000    
     309        817668  3   -10.304573        0.000    
     310        817670  1    51.664086        0.000    
     310        817670  2    13.299348        0.000    
     310        817670  3   -6.8426813        0.000    
     311        817674  1   -4.4718793        0.000    
     311        817674  2   -6.1213991        0.000    
     311        817674  3    2.3223520        0.000    
     312        817676  1    21.968775        0.000    
     312        817676  2    8.7282958        0.000    
     312        817676  3   -3.9792545        0.000    
     313        817678  1    28.708364        0.000    
     313        817678  2    7.2109653        0.000    
     313        817678  3   -3.7402518        0.000    
     314        817680  1   -39.544251        0.000    
     314        817680  2   -9.3929235        0.000    
     314        817680  3    4.9638403        0.000    
     315        817682  1    36.900048        0.000    
     315        817682  2    9.4093328        0.000    
     315        817682  3   -4.8563416        0.000    
     316        817684  1    53.910409        0.000    
     316        817684  2    4.5019581        0.000    
     316        817684  3   -3.8771318        0.000    
     317        817686  1   -30.459726        0.000    
     317        817686  2    2.0160886        0.000    
     317        817686  3   0.60352868        0.000    
     318        817688  1   -50.564822        0.000    
     318        817688  2   -11.356044        0.000    
     318        817688  3    6.1193771        0.000    
     319        817690  1    5.7758596        0.000    
     319        817690  2   0.19350318        0.000    
     319        817690  3  -0.31485179        0.000    
     320        817692  1   -3.8939065        0.000    
     320        817692  2    3.7932804        0.000    
     320        817692  3   -1.1534608        0.000    
     321        817696  1    40.040758        0.000    
     321        817696  2    23.313937        0.000    
     321        817696  3   -9.8298758        0.000    
     322        817698  1   -62.974840        0.000    
     322        817698  2   -3.5154807        0.000    
     322        817698  3    3.9221434        0.000    
     323        817700  1   -31.103268        0.000    
     323        817700  2    3.7198665        0.000    
     323        817700  3   0.38032367E-001   0.000    
     324        817702  1   -13.326594        0.000    
     324        817702  2   -2.3804434        0.000    
     324        817702  3    1.3994495        0.000    
     325        817704  1    33.856382        0.000    
     325        817704  2    5.0507371        0.000    
     325        817704  3   -3.2087005        0.000    
     326        817706  1    64.953997        0.000    
     326        817706  2  -0.74752230        0.000    
     326        817706  3   -2.5229734        0.000    
     327        817710  1   -40.550084        0.000    
     327        817710  2   -6.0701721        0.000    
     327        817710  3    3.8503125        0.000    
     328        817712  1    36.183782        0.000    
     328        817712  2    14.394642        0.000    
     328        817712  3   -6.5605342        0.000    
     329        817716  1   -67.903411        0.000    
     329        817716  2   -6.9380887        0.000    
     329        817716  3    5.3246027        0.000    
     330        817720  1   -5.7590727        0.000    
     330        817720  2   0.75736013        0.000    
     330        817720  3  -0.16761256E-001   0.000    
     331        817722  1   -11.024837        0.000    
     331        817722  2   -2.3033785        0.000    
     331        817722  3    1.2742631        0.000    
     332        817728  1   -49.295587        0.000    
     332        817728  2   -14.566347        0.000    
     332        817728  3    7.1823073        0.000    
     333        817734  1  -0.46980105        0.000    
     333        817734  2    10.391653        0.000    
     333        817734  3   -3.5967638        0.000    
     334        817744  1    92.452885        0.000    
     334        817744  2    25.195612        0.000    
     334        817744  3   -12.731090        0.000    
     335        817746  1    63.811802        0.000    
     335        817746  2    7.0554505        0.000    
     335        817746  3   -5.1900885        0.000    
     336        817748  1    3.9400035        0.000    
     336        817748  2    1.6758704        0.000    
     336        817748  3  -0.75201888        0.000    
     337        817750  1   -31.288488        0.000    
     337        817750  2   -4.4142345        0.000    
     337        817750  3    2.8771302        0.000    
     338        818502  1    76.188360        0.000    
     338        818502  2    4.7388062        0.000    
     338        818502  3   -4.9142385        0.000    
     339        818504  1    57.300020        0.000    
     339        818504  2    14.023268        0.000    
     339        818504  3   -7.3362114        0.000    
     340        818506  1    13.714438        0.000    
     340        818506  2  -0.22753278        0.000    
     340        818506  3  -0.50847848        0.000    
     341        818508  1   -8.2527713        0.000    
     341        818508  2  -0.77935542        0.000    
     341        818508  3   0.62516428        0.000    
     342        818510  1   -29.010151        0.000    
     342        818510  2   -14.405373        0.000    
     342        818510  3    6.2569534        0.000    
     343        818512  1    51.831766        0.000    
     343        818512  2   -2.3181008        0.000    
     343        818512  3   -1.4142573        0.000    
     344        818518  1    10.107834        0.000    
     344        818518  2   -1.2033875        0.000    
     344        818518  3  -0.14292184E-001   0.000    
     345        818520  1   -1.5534616        0.000    
     345        818520  2   -5.4917207        0.000    
     345        818520  3    1.9779303        0.000    
     346        818522  1   -21.483872        0.000    
     346        818522  2   -5.5593510        0.000    
     346        818522  3    2.8555801        0.000    
     347        818524  1   -39.949047        0.000    
     347        818524  2    4.8804021        0.000    
     347        818524  3   0.13158487E-001   0.000    
     348        818526  1    30.456522        0.000    
     348        818526  2    9.3032670        0.000    
     348        818526  3   -4.5431661        0.000    
     349        818530  1   -5.9510600        0.000    
     349        818530  2   -3.5878642        0.000    
     349        818530  3    1.5038912        0.000    
     350        818532  1    15.901367        0.000    
     350        818532  2    4.1356891        0.000    
     350        818532  3   -2.1208560        0.000    
     351        818536  1    1.9591083        0.000    
     351        818536  2   -10.338184        0.000    
     351        818536  3    3.5143421        0.000    
     352        818540  1   -100.23879        0.000    
     352        818540  2   -14.416108        0.000    
     352        818540  3    9.3129190        0.000    
     353        818543  1    11.724616        0.000    
     353        818543  2    4.8999507        0.000    
     353        818543  3   -2.2072585        0.000    
     354        818544  1   -62.610909        0.000    
     354        818544  2   -6.9113691        0.000    
     354        818544  3    5.0884526        0.000    
     355        818546  1    43.701559        0.000    
     355        818546  2    28.637701        0.000    
     355        818546  3   -11.840145        0.000    
     356        818550  1    22.903401        0.000    
     356        818550  2    16.059000        0.000    
     356        818550  3   -6.5709892        0.000    
     357        818554  1    18.780015        0.000    
     357        818554  2    9.9537933        0.000    
     357        818554  3   -4.2693573        0.000    
     358        818556  1   -61.397494        0.000    
     358        818556  2   -23.697869        0.000    
     358        818556  3    10.879116        0.000    
     359        818557  1    46.689801        0.000    
     359        818557  2    13.665731        0.000    
     359        818557  3   -6.7572297        0.000    
     360        818558  1    20.736819        0.000    
     360        818558  2    7.4639913        0.000    
     360        818558  3   -3.4864614        0.000    
     361        818562  1    1.3998541        0.000    
     361        818562  2  -0.13975802E-001   0.000    
     361        818562  3  -0.55042170E-001   0.000    
     362        818566  1    1.1432664        0.000    
     362        818566  2   -9.6592164        0.000    
     362        818566  3    3.3128570        0.000    
     363        818567  1    30.636857        0.000    
     363        818567  2    8.8688127        0.000    
     363        818567  3   -4.3998096        0.000    
     364        818568  1    49.067140        0.000    
     364        818568  2    16.822534        0.000    
     364        818568  3   -7.9578078        0.000    
     365        818570  1   -28.756096        0.000    
     365        818570  2   0.78081806        0.000    
     365        818570  3   0.96040915        0.000    
     366        818572  1    47.738919        0.000    
     366        818572  2   -2.9625346        0.000    
     366        818572  3   -1.0146149        0.000    
     367        818573  1    31.056292        0.000    
     367        818573  2    4.6858436        0.000    
     367        818573  3   -2.9616215        0.000    
     368        818574  1    31.273381        0.000    
     368        818574  2    4.6615805        0.000    
     368        818574  3   -2.9627362        0.000    
     369        818576  1    60.461345        0.000    
     369        818576  2    11.318621        0.000    
     369        818576  3   -6.5302978        0.000    
     370        818580  1    52.214692        0.000    
     370        818580  2    11.279539        0.000    
     370        818580  3   -6.1634660        0.000    
     371        818582  1    16.643789        0.000    
     371        818582  2    9.5515744        0.000    
     371        818582  3   -4.0378151        0.000    
     372        818587  1    28.473749        0.000    
     372        818587  2   -3.5616839        0.000    
     372        818587  3   0.19341102E-001   0.000    
     373        818588  1    36.915171        0.000    
     373        818588  2    3.4427416        0.000    
     373        818588  3   -2.7802169        0.000    
     374        818594  1    59.181136        0.000    
     374        818594  2    6.6185191        0.000    
     374        818594  3   -4.8394929        0.000    
     375        818596  1    44.070505        0.000    
     375        818596  2    9.8822990        0.000    
     375        818596  3   -5.3280221        0.000    
     376        818597  1    44.625888        0.000    
     376        818597  2    5.9983987        0.000    
     376        818597  3   -4.0000874        0.000    
     377        818598  1    78.154490        0.000    
     377        818598  2    27.001403        0.000    
     377        818598  3   -12.746844        0.000    
     378        818600  1   -34.863335        0.000    
     378        818600  2    1.1458972        0.000    
     378        818600  3    1.0950603        0.000    
     379        818602  1   -35.481170        0.000    
     379        818602  2   -8.0740177        0.000    
     379        818602  3    4.3306397        0.000    
     380        818608  1   -17.221130        0.000    
     380        818608  2  -0.23457410        0.000    
     380        818608  3   0.81976293        0.000    
     381        818610  1   -27.336647        0.000    
     381        818610  2   0.94891653        0.000    
     381        818610  3   0.84097651        0.000    
     382        818612  1    13.770537        0.000    
     382        818612  2  -0.42212790        0.000    
     382        818612  3  -0.44305031        0.000    
     383        818614  1    4.8693691        0.000    
     383        818614  2    17.671393        0.000    
     383        818614  3   -6.3592964        0.000    
     384        818616  1    27.253817        0.000    
     384        818616  2    5.5866079        0.000    
     384        818616  3   -3.1123444        0.000    
     385        818618  1    68.425130        0.000    
     385        818618  2    13.983123        0.000    
     385        818618  3   -7.7990849        0.000    
     386        818620  1    25.791668        0.000    
     386        818620  2    10.947692        0.000    
     386        818620  3   -4.9156945        0.000    
     387        818622  1    49.490765        0.000    
     387        818622  2   -7.2824231        0.000    
     387        818622  3   0.41390700        0.000    
     388        818624  1   -2.2029691        0.000    
     388        818624  2   -9.9532023        0.000    
     388        818624  3    3.5587028        0.000    
     389        818628  1    20.354513       12.500    
     389        818628  2   -5.6436328       12.500    
     389        818628  3    1.0919829       12.500    
     390        818630  1   -32.043473        0.000    
     390        818630  2   -7.9985416        0.000    
     390        818630  3    4.1567512        0.000    
     391        818632  1   -41.809052        0.000    
     391        818632  2   -4.5947427        0.000    
     391        818632  3    3.3907210        0.000    
     392        818634  1   -55.319989        0.000    
     392        818634  2   -18.223245        0.000    
     392        818634  3    8.7130594        0.000    
     393        818636  1    35.010438        0.000    
     393        818636  2    2.2152721        0.000    
     393        818636  3   -2.2713001        0.000    
     394        818638  1    19.236524        0.000    
     394        818638  2   -7.1310235        0.000    
     394        818638  3    1.6574738        0.000    
     395        818640  1    10.711022        0.000    
     395        818640  2    4.2306328        0.000    
     395        818640  3   -1.9315218        0.000    
     396        818642  1    34.502559        0.000    
     396        818642  2   -6.3520599        0.000    
     396        818642  3   0.73219406        0.000    
     397        818646  1   0.22634920        0.000    
     397        818646  2   0.17780541        0.000    
     397        818646  3  -0.71620716E-001   0.000    
     398        818647  1   0.77480289        0.000    
     398        818647  2   -14.534807        0.000    
     398        818647  3    5.0254242        0.000    
     399        818650  1   -4.2526526        0.000    
     399        818650  2   -2.4647884        0.000    
     399        818650  3    1.0401528        0.000    
     400        818656  1   -56.448638        0.000    
     400        818656  2   -9.2597764        0.000    
     400        818656  3    5.6417220        0.000    
     401        818658  1    1.9440488        0.000    
     401        818658  2    3.8793589        0.000    
     401        818658  3   -1.4336726        0.000    
     402        818660  1   -74.634967        0.000    
     402        818660  2   -11.916655        0.000    
     402        818660  3    7.3457879        0.000    
     403        818664  1    25.981565        0.000    
     403        818664  2   0.14432080        0.000    
     403        818664  3   -1.1638240        0.000    
     404        818666  1   -62.027366        0.000    
     404        818666  2   -19.091121        0.000    
     404        818666  3    9.3023851        0.000    
     405        818668  1    59.748528        0.000    
     405        818668  2   -1.9619195        0.000    
     405        818668  3   -1.8776287        0.000    
     406        818670  1   -20.724426        0.000    
     406        818670  2    5.1882604        0.000    
     406        818670  3  -0.91777392        0.000    
     407        818672  1    3.1034197        0.000    
     407        818672  2   0.33620638E-001   0.000    
     407        818672  3  -0.14472391        0.000    
     408        818673  1   -64.799779        0.000    
     408        818673  2   -19.191736        0.000    
     408        818673  3    9.4563675        0.000    
     409        818674  1   -19.971373        0.000    
     409        818674  2    5.1766111        0.000    
     409        818674  3  -0.94591901        0.000    
     410        818676  1    72.074985        0.000    
     410        818676  2    11.443440        0.000    
     410        818676  3   -7.0714539        0.000    
     411        818682  1    1.6843762        0.000    
     411        818682  2    11.749219        0.000    
     411        818682  3   -4.1615517        0.000    
     412        818684  1    46.838710        0.000    
     412        818684  2    2.8335320        0.000    
     412        818684  3   -2.9932965        0.000    
     413        818686  1   -9.9787543       12.500    
     413        818686  2    3.4345247       12.500    
     413        818686  3  -0.76789340       12.500    
     414        818687  1   -19.387182        0.000    
     414        818687  2    3.0731649        0.000    
     414        818687  3  -0.23906713        0.000    
     415        818688  1   -36.332602        0.000    
     415        818688  2   -7.3246550        0.000    
     415        818688  3    4.1061924        0.000    
     416        818692  1   -17.800202        0.000    
     416        818692  2   -3.0771268        0.000    
     416        818692  3    1.8337747        0.000    
     417        818694  1    36.071781        0.000    
     417        818694  2    4.8672987        0.000    
     417        818694  3   -3.2397583        0.000    
     418        818696  1    9.9963137        0.000    
     418        818696  2   -2.8205136        0.000    
     418        818696  3   0.55315668        0.000    
     419        818700  1    39.991504        0.000    
     419        818700  2    4.8870370        0.000    
     419        818700  3   -3.4146835        0.000    
     420        818701  1    11.134451        0.000    
     420        818701  2   -1.5422965        0.000    
     420        818701  3   0.59661089E-001   0.000    
     421        818703  1  -0.24718064        0.000    
     421        818703  2   -3.0907320        0.000    
     421        818703  3    1.0861053        0.000    
     422        818704  1   -4.9127485       12.500    
     422        818704  2    4.6256358       12.500    
     422        818704  3   -1.3995816       12.500    
     423        818708  1    2.8681387        0.000    
     423        818708  2    5.0045656        0.000    
     423        818708  3   -1.8646886        0.000    
     424        818709  1   -26.607587        0.000    
     424        818709  2   -1.3609156        0.000    
     424        818709  3    1.6138228        0.000    
     425        818710  1   -14.545988        0.000    
     425        818710  2    4.2473458        0.000    
     425        818710  3  -0.85504154        0.000    
     426        818716  1   -50.445250        0.000    
     426        818716  2   -3.7751050        0.000    
     426        818716  3    3.4755790        0.000    
     427        818718  1    7.7769072        0.000    
     427        818718  2    3.6680872        0.000    
     427        818718  3   -1.6099630        0.000    
     428        819502  1   -18.257805        0.000    
     428        819502  2   -3.8421993        0.000    
     428        819502  3    2.1195756        0.000    
     429        819504  1    31.024300        0.000    
     429        819504  2    8.0650363        0.000    
     429        819504  3   -4.1364122        0.000    
     430        819506  1    20.606780        0.000    
     430        819506  2   -3.8059471        0.000    
     430        819506  3   0.44168864        0.000    
     431        819510  1    36.209328        0.000    
     431        819510  2    6.2791072        0.000    
     431        819510  3   -3.7371852        0.000    
     432        819512  1    19.094386        0.000    
     432        819512  2    3.7852570        0.000    
     432        819512  3   -2.1356736        0.000    
     433        819514  1   -25.627104        0.000    
     433        819514  2   -14.610073        0.000    
     433        819514  3    6.1832129        0.000    
     434        819516  1    26.732365        0.000    
     434        819516  2    20.337799        0.000    
     434        819516  3   -8.2242737        0.000    
     435        819520  1   -14.827975        0.000    
     435        819520  2  -0.93730038        0.000    
     435        819520  3   0.96159998        0.000    
     436        819524  1   -23.949556        0.000    
     436        819524  2   -5.9733276        0.000    
     436        819524  3    3.1052452        0.000    
     437        819526  1    12.938010        0.000    
     437        819526  2   -6.9425841        0.000    
     437        819526  3    1.8619896        0.000    
     438        819530  1    27.704813        0.000    
     438        819530  2    13.224379        0.000    
     438        819530  3   -5.7895652        0.000    
     439        819532  1   -24.235982        0.000    
     439        819532  2   -14.087947        0.000    
     439        819532  3    5.9418768        0.000    
     440        819534  1    78.525132        0.000    
     440        819534  2    5.2903215        0.000    
     440        819534  3   -5.2060914        0.000    
     441        819536  1   -53.658323        0.000    
     441        819536  2   -4.4988881        0.000    
     441        819536  3    3.8653196        0.000    
     442        819538  1   -91.173909        0.000    
     442        819538  2   -14.400489        0.000    
     442        819538  3    8.9190267        0.000    
     443        819540  1   -1.0821831        0.000    
     443        819540  2    4.4033208        0.000    
     443        819540  3   -1.4860449        0.000    
     444        819546  1   -47.082468        0.000    
     444        819546  2  -0.91591003        0.000    
     444        819546  3    2.3362236        0.000    
     445        819550  1   -47.485985        0.000    
     445        819550  2   -10.323146        0.000    
     445        819550  3    5.6275939        0.000    
     446        819554  1    23.861955        0.000    
     446        819554  2    8.6233024        0.000    
     446        819554  3   -4.0238951        0.000    
     447        819556  1   -31.255823        0.000    
     447        819556  2    3.5675132        0.000    
     447        819556  3   0.97796094E-001   0.000    
     448        819558  1   -13.352428        0.000    
     448        819558  2    3.1911351        0.000    
     448        819558  3  -0.53845188        0.000    
     449        819560  1    39.409684        6.250    
     449        819560  2    4.3441358        6.250    
     449        819560  3   -3.2007500        6.250    
     450        819562  1   -29.822986        0.000    
     450        819562  2   -6.3579855        0.000    
     450        819562  3    3.4910418        0.000    
     451        819564  1    43.170106        0.000    
     451        819564  2    4.9946978        0.000    
     451        819564  3   -3.5885177        0.000    
     452        819566  1  -0.88590009        0.000    
     452        819566  2   -6.4341508        0.000    
     452        819566  3    2.2773972        0.000    
     453        819568  1    36.858072        0.000    
     453        819568  2    1.5939993        0.000    
     453        819568  3   -2.1341575        0.000    
     454        819570  1    24.799022        0.000    
     454        819570  2   -2.0630609        0.000    
     454        819570  3  -0.34441916        0.000    
     455        819576  1    117.70283        0.000    
     455        819576  2    9.2882967        0.000    
     455        819576  3   -8.2766073        0.000    
     456        819580  1   -19.884352        0.000    
     456        819580  2    6.8175338        0.000    
     456        819580  3   -1.5206636        0.000    
     457        819582  1   -22.544952        0.000    
     457        819582  2   -6.0064122        0.000    
     457        819582  3    3.0566031        0.000    
     458        819584  1   -27.799200        0.000    
     458        819584  2    2.4452860        0.000    
     458        819584  3   0.34016315        0.000    
     459        819586  1    5.8496087        0.000    
     459        819586  2    6.1809372        0.000    
     459        819586  3   -2.4019719        0.000    
     460        819592  1    8.9349160        0.000    
     460        819592  2   -3.4312422        0.000    
     460        819592  3   0.81128400        0.000    
     461        819594  1   -23.664805        0.000    
     461        819594  2   -2.3151460        0.000    
     461        819594  3    1.8196749        0.000    
     462        819596  1    35.378882        0.000    
     462        819596  2   -5.0224045        0.000    
     462        819596  3   0.23198743        0.000    
     463        819600  1   -48.312182        0.000    
     463        819600  2   -11.956581        0.000    
     463        819600  3    6.2316768        0.000    
     464        819604  1   -47.606154        0.000    
     464        819604  2   -16.616031        0.000    
     464        819604  3    7.8233748        0.000    
     465        819606  1   -4.9131363        0.000    
     465        819606  2   -7.8439883        0.000    
     465        819606  3    2.9405650        0.000    
     466        819608  1   -2.6491493        0.000    
     466        819608  2    3.3854400        0.000    
     466        819608  3   -1.0647538        0.000    
     467        819610  1   -27.794612        0.000    
     467        819610  2   -8.9571705        0.000    
     467        819610  3    4.3085426        0.000    
     468        819612  1   -25.508039        0.000    
     468        819612  2  -0.28341382E-001   0.000    
     468        819612  3    1.1029005        0.000    
     469        819614  1   -44.579811        0.000    
     469        819614  2   -5.4741834        0.000    
     469        819614  3    3.8154843        0.000    
     470        819616  1    43.269811        0.000    
     470        819616  2   -7.7054770        0.000    
     470        819616  3   0.82766178        0.000    
     471        819618  1   -22.054452        0.000    
     471        819618  2   -15.384772        0.000    
     471        819618  3    6.2997736        0.000    
     472        819628  1   -10.487204        0.000    
     472        819628  2   -5.3425250        0.000    
     472        819628  3    2.3088258        0.000    
     473        819632  1   -7.7548649        0.000    
     473        819632  2   -1.1967221        0.000    
     473        819632  3   0.74887361        0.000    
     474        820502  1   -38.219790        0.000    
     474        820502  2   -4.9612992        0.000    
     474        820502  3    3.3645536        0.000    
     475        820506  1   -16.887284        0.000    
     475        820506  2    2.5036615        0.000    
     475        820506  3  -0.14775982        0.000    
     476        820516  1    9.6939774        0.000    
     476        820516  2    2.0826726        0.000    
     476        820516  3   -1.1404026        0.000    
     477        820522  1   -26.382249        0.000    
     477        820522  2   -3.5893202        0.000    
     477        820522  3    2.3799327        0.000    
     478        820526  1    42.662833        0.000    
     478        820526  2    11.934936        0.000    
     478        820526  3   -5.9820129        0.000    
     479        820528  1    37.224539        0.000    
     479        820528  2    2.8646986        0.000    
     479        820528  3   -2.5921929        0.000    
     480        820532  1   -35.473319        0.000    
     480        820532  2    2.6968768        0.000    
     480        820532  3   0.58140026        0.000    
     481        820534  1    10.770470        0.000    
     481        820534  2   -5.2465967        0.000    
     481        820534  3    1.3646461        0.000    
     482        820542  1   -1.4141363        0.000    
     482        820542  2   -2.0102346        0.000    
     482        820542  3   0.76035029        0.000    
     483        820544  1   -42.550012        0.000    
     483        820544  2   -3.5465637        0.000    
     483        820544  3    3.0576116        0.000    
